h;s;l;emotion
234;0;0;грусть
236;0;0;грусть
238;0;0;грусть
240;0;0;грусть
242;0;0;грусть
244;0;0;грусть
246;0;0;грусть
248;0;0;грусть
250;0;0;грусть
252;0;0;грусть
254;0;0;грусть
256;0;0;грусть
258;0;0;грусть
260;0;0;грусть
262;0;0;грусть
264;0;0;грусть
266;0;0;грусть
268;0;0;грусть
270;0;0;грусть
272;0;0;грусть
274;0;0;грусть
276;0;0;грусть
278;0;0;грусть
280;0;0;грусть
282;0;0;грусть
284;0;0;грусть
286;0;0;грусть
288;0;0;грусть
290;0;0;грусть
292;0;0;грусть
294;0;0;грусть
296;0;0;грусть
298;0;0;грусть
300;0;0;грусть
302;0;0;грусть
304;0;0;грусть
306;0;0;грусть
308;0;0;грусть
310;0;0;грусть
312;0;0;грусть
314;0;0;грусть
316;0;0;грусть
318;0;0;грусть
320;0;0;грусть
322;0;0;грусть
324;0;0;грусть
326;0;0;грусть
328;0;0;грусть
330;0;0;грусть
332;0;0;грусть
334;0;0;грусть
336;0;0;грусть
338;0;0;грусть
340;0;0;грусть
342;0;0;грусть
344;0;0;грусть
346;0;0;грусть
348;0;0;грусть
350;0;0;грусть
352;0;0;грусть
354;0;0;грусть
356;0;0;грусть
358;0;0;грусть
0;94;40;гнев
1;94;40;гнев
2;94;40;гнев
3;94;40;гнев
4;94;40;гнев
5;94;40;гнев
6;94;40;гнев
7;94;40;гнев
8;94;40;гнев
9;94;40;гнев
10;94;40;гнев
300;94;40;гнев
301;94;40;гнев
302;94;40;гнев
303;94;40;гнев
304;94;40;гнев
305;94;40;гнев
306;94;40;гнев
307;94;40;гнев
308;94;40;гнев
309;94;40;гнев
310;94;40;гнев
311;94;40;гнев
312;94;40;гнев
313;94;40;гнев
314;94;40;гнев
315;94;40;гнев
316;94;40;гнев
317;94;40;гнев
318;94;40;гнев
319;94;40;гнев
320;94;40;гнев
321;94;40;гнев
322;94;40;гнев
323;94;40;гнев
324;94;40;гнев
325;94;40;гнев
326;94;40;гнев
327;94;40;гнев
328;94;40;гнев
329;94;40;гнев
330;94;40;гнев
331;94;40;гнев
332;94;40;гнев
333;94;40;гнев
334;94;40;гнев
335;94;40;гнев
336;94;40;гнев
337;94;40;гнев
338;94;40;гнев
339;94;40;гнев
340;94;40;гнев
341;94;40;гнев
342;94;40;гнев
343;94;40;гнев
344;94;40;гнев
345;94;40;гнев
346;94;40;гнев
347;94;40;гнев
348;94;40;гнев
349;94;40;гнев
350;94;40;гнев
351;94;40;гнев
352;94;40;гнев
353;94;40;гнев
354;94;40;гнев
355;94;40;гнев
356;94;40;гнев
357;94;40;гнев
358;94;40;гнев
359;94;40;гнев
360;94;40;гнев
0;80;16;гнев
1;80;16;гнев
2;80;16;гнев
3;80;16;гнев
4;80;16;гнев
5;80;16;гнев
6;80;16;гнев
7;80;16;гнев
8;80;16;гнев
9;80;16;гнев
10;80;16;гнев
300;80;16;гнев
301;80;16;гнев
302;80;16;гнев
303;80;16;гнев
304;80;16;гнев
305;80;16;гнев
306;80;16;гнев
307;80;16;гнев
308;80;16;гнев
309;80;16;гнев
310;80;16;гнев
311;80;16;гнев
312;80;16;гнев
313;80;16;гнев
314;80;16;гнев
315;80;16;гнев
316;80;16;гнев
317;80;16;гнев
318;80;16;гнев
319;80;16;гнев
320;80;16;гнев
321;80;16;гнев
322;80;16;гнев
323;80;16;гнев
324;80;16;гнев
325;80;16;гнев
326;80;16;гнев
327;80;16;гнев
328;80;16;гнев
329;80;16;гнев
330;80;16;гнев
331;80;16;гнев
332;80;16;гнев
333;80;16;гнев
334;80;16;гнев
335;80;16;гнев
336;80;16;гнев
337;80;16;гнев
338;80;16;гнев
339;80;16;гнев
340;80;16;гнев
341;80;16;гнев
342;80;16;гнев
343;80;16;гнев
344;80;16;гнев
345;80;16;гнев
346;80;16;гнев
347;80;16;гнев
348;80;16;гнев
349;80;16;гнев
350;80;16;гнев
351;80;16;гнев
352;80;16;гнев
353;80;16;гнев
354;80;16;гнев
355;80;16;гнев
356;80;16;гнев
357;80;16;гнев
358;80;16;гнев
359;80;16;гнев
360;80;16;гнев
0;87;45;гнев
1;87;45;гнев
2;87;45;гнев
3;87;45;гнев
4;87;45;гнев
5;87;45;гнев
6;87;45;гнев
7;87;45;гнев
8;87;45;гнев
9;87;45;гнев
10;87;45;гнев
300;87;45;гнев
301;87;45;гнев
302;87;45;гнев
303;87;45;гнев
304;87;45;гнев
305;87;45;гнев
306;87;45;гнев
307;87;45;гнев
308;87;45;гнев
309;87;45;гнев
310;87;45;гнев
311;87;45;гнев
312;87;45;гнев
313;87;45;гнев
314;87;45;гнев
315;87;45;гнев
316;87;45;гнев
317;87;45;гнев
318;87;45;гнев
319;87;45;гнев
320;87;45;гнев
321;87;45;гнев
322;87;45;гнев
323;87;45;гнев
324;87;45;гнев
325;87;45;гнев
326;87;45;гнев
327;87;45;гнев
328;87;45;гнев
329;87;45;гнев
330;87;45;гнев
331;87;45;гнев
332;87;45;гнев
333;87;45;гнев
334;87;45;гнев
335;87;45;гнев
336;87;45;гнев
337;87;45;гнев
338;87;45;гнев
339;87;45;гнев
340;87;45;гнев
341;87;45;гнев
342;87;45;гнев
343;87;45;гнев
344;87;45;гнев
345;87;45;гнев
346;87;45;гнев
347;87;45;гнев
348;87;45;гнев
349;87;45;гнев
350;87;45;гнев
351;87;45;гнев
352;87;45;гнев
353;87;45;гнев
354;87;45;гнев
355;87;45;гнев
356;87;45;гнев
357;87;45;гнев
358;87;45;гнев
359;87;45;гнев
360;87;45;гнев
0;90;50;гнев
1;90;50;гнев
2;90;50;гнев
3;90;50;гнев
4;90;50;гнев
5;90;50;гнев
6;90;50;гнев
7;90;50;гнев
8;90;50;гнев
9;90;50;гнев
10;90;50;гнев
300;90;50;гнев
301;90;50;гнев
302;90;50;гнев
303;90;50;гнев
304;90;50;гнев
305;90;50;гнев
306;90;50;гнев
307;90;50;гнев
308;90;50;гнев
309;90;50;гнев
310;90;50;гнев
311;90;50;гнев
312;90;50;гнев
313;90;50;гнев
314;90;50;гнев
315;90;50;гнев
316;90;50;гнев
317;90;50;гнев
318;90;50;гнев
319;90;50;гнев
320;90;50;гнев
321;90;50;гнев
322;90;50;гнев
323;90;50;гнев
324;90;50;гнев
325;90;50;гнев
326;90;50;гнев
327;90;50;гнев
328;90;50;гнев
329;90;50;гнев
330;90;50;гнев
331;90;50;гнев
332;90;50;гнев
333;90;50;гнев
334;90;50;гнев
335;90;50;гнев
336;90;50;гнев
337;90;50;гнев
338;90;50;гнев
339;90;50;гнев
340;90;50;гнев
341;90;50;гнев
342;90;50;гнев
343;90;50;гнев
344;90;50;гнев
345;90;50;гнев
346;90;50;гнев
347;90;50;гнев
348;90;50;гнев
349;90;50;гнев
350;90;50;гнев
351;90;50;гнев
352;90;50;гнев
353;90;50;гнев
354;90;50;гнев
355;90;50;гнев
356;90;50;гнев
357;90;50;гнев
358;90;50;гнев
359;90;50;гнев
360;90;50;гнев
0;90;55;гнев
1;90;55;гнев
2;90;55;гнев
3;90;55;гнев
4;90;55;гнев
5;90;55;гнев
6;90;55;гнев
7;90;55;гнев
8;90;55;гнев
9;90;55;гнев
10;90;55;гнев
300;90;55;гнев
301;90;55;гнев
302;90;55;гнев
303;90;55;гнев
304;90;55;гнев
305;90;55;гнев
306;90;55;гнев
307;90;55;гнев
308;90;55;гнев
309;90;55;гнев
310;90;55;гнев
311;90;55;гнев
312;90;55;гнев
313;90;55;гнев
314;90;55;гнев
315;90;55;гнев
316;90;55;гнев
317;90;55;гнев
318;90;55;гнев
319;90;55;гнев
320;90;55;гнев
321;90;55;гнев
322;90;55;гнев
323;90;55;гнев
324;90;55;гнев
325;90;55;гнев
326;90;55;гнев
327;90;55;гнев
328;90;55;гнев
329;90;55;гнев
330;90;55;гнев
331;90;55;гнев
332;90;55;гнев
333;90;55;гнев
334;90;55;гнев
335;90;55;гнев
336;90;55;гнев
337;90;55;гнев
338;90;55;гнев
339;90;55;гнев
340;90;55;гнев
341;90;55;гнев
342;90;55;гнев
343;90;55;гнев
344;90;55;гнев
345;90;55;гнев
346;90;55;гнев
347;90;55;гнев
348;90;55;гнев
349;90;55;гнев
350;90;55;гнев
351;90;55;гнев
352;90;55;гнев
353;90;55;гнев
354;90;55;гнев
355;90;55;гнев
356;90;55;гнев
357;90;55;гнев
358;90;55;гнев
359;90;55;гнев
360;90;55;гнев
0;95;50;гнев
1;95;50;гнев
2;95;50;гнев
3;95;50;гнев
4;95;50;гнев
5;95;50;гнев
6;95;50;гнев
7;95;50;гнев
8;95;50;гнев
9;95;50;гнев
10;95;50;гнев
300;95;50;гнев
301;95;50;гнев
302;95;50;гнев
303;95;50;гнев
304;95;50;гнев
305;95;50;гнев
306;95;50;гнев
307;95;50;гнев
308;95;50;гнев
309;95;50;гнев
310;95;50;гнев
311;95;50;гнев
312;95;50;гнев
313;95;50;гнев
314;95;50;гнев
315;95;50;гнев
316;95;50;гнев
317;95;50;гнев
318;95;50;гнев
319;95;50;гнев
320;95;50;гнев
321;95;50;гнев
322;95;50;гнев
323;95;50;гнев
324;95;50;гнев
325;95;50;гнев
326;95;50;гнев
327;95;50;гнев
328;95;50;гнев
329;95;50;гнев
330;95;50;гнев
331;95;50;гнев
332;95;50;гнев
333;95;50;гнев
334;95;50;гнев
335;95;50;гнев
336;95;50;гнев
337;95;50;гнев
338;95;50;гнев
339;95;50;гнев
340;95;50;гнев
341;95;50;гнев
342;95;50;гнев
343;95;50;гнев
344;95;50;гнев
345;95;50;гнев
346;95;50;гнев
347;95;50;гнев
348;95;50;гнев
349;95;50;гнев
350;95;50;гнев
351;95;50;гнев
352;95;50;гнев
353;95;50;гнев
354;95;50;гнев
355;95;50;гнев
356;95;50;гнев
357;95;50;гнев
358;95;50;гнев
359;95;50;гнев
360;95;50;гнев
0;95;38;гнев
1;95;38;гнев
2;95;38;гнев
3;95;38;гнев
4;95;38;гнев
5;95;38;гнев
